cpu_percent,memory_percent,restart_count,response_time_ms,error_rate_percent,pod_phase,pod_phase_encoded,container_ready,oom_killed,network_errors,disk_pressure,pod_state_label
82.67,86.92,4,2666.98,6.66,Running,0,1,0,18,0,SLA_Violation
29.34,17.91,0,331.34,0.46,Running,0,1,0,1,0,Normal
46.1,25.6,0,155.34,0.81,Running,0,1,0,2,0,Normal
33.47,24.92,0,177.62,1.27,Running,0,1,0,0,0,Normal
44.14,10.13,0,263.34,1.33,Running,0,1,0,2,0,Normal
82.14,85.55,3,2358.62,5.0,Pending,1,0,0,40,1,SLA_Violation
12.95,45.53,0,152.57,0.62,Running,0,1,0,1,0,Normal
97.66,91.3,5,0.0,30.33,Failed,2,0,1,84,1,Failed
81.3,94.01,3,3103.27,7.54,Running,0,1,0,18,0,SLA_Violation
21.0,30.87,0,322.91,0.41,Running,0,1,0,1,0,Normal
39.39,19.7,0,180.46,0.59,Running,0,1,0,2,0,Normal
25.08,28.73,0,158.56,0.51,Running,0,1,0,0,0,Normal
29.47,41.53,0,305.51,0.43,Running,0,1,0,2,0,Normal
92.06,81.44,2,2768.19,5.0,Running,0,1,1,13,0,SLA_Violation
21.62,22.87,0,362.56,0.47,Running,0,1,0,1,0,Normal
84.92,82.47,3,2350.15,5.47,Pending,1,0,1,33,0,SLA_Violation
87.3,83.04,3,3164.9,5.0,Running,0,1,1,19,0,SLA_Violation
92.58,93.26,10,0.0,27.19,Failed,2,0,1,54,1,Failed
25.25,26.64,0,212.33,1.88,Running,0,1,0,1,0,Normal
0.0,100.0,10,0.0,17.34,Failed,2,0,1,37,0,Failed
20.67,41.73,1,280.25,0.0,Running,0,1,0,0,0,Normal
47.87,30.66,0,419.65,1.14,Running,0,1,0,2,0,Normal
19.99,45.33,0,247.88,0.0,Running,0,1,0,0,0,Normal
68.6,78.18,1,1361.18,3.19,Running,0,1,0,6,0,Warning
91.86,88.53,2,2078.35,8.4,Running,0,0,0,15,0,SLA_Violation
31.98,9.78,0,334.27,0.7,Running,0,1,0,1,0,Normal
9.46,92.31,6,0.0,10.0,Unknown,4,0,0,36,0,Failed
96.22,91.02,4,4240.2,17.9,CrashLoopBackOff,3,0,1,96,0,Failed
31.3,24.37,0,333.7,0.92,Running,0,1,0,0,0,Normal
35.34,17.32,0,379.61,0.97,Running,0,1,0,1,0,Normal
38.3,38.73,0,317.62,1.02,Running,0,1,0,0,0,Normal
87.39,67.38,2,1823.44,3.41,Pending,1,1,0,6,0,Warning
28.7,19.63,0,277.22,0.0,Running,0,1,0,3,0,Normal
68.29,66.21,1,1365.33,3.09,Running,0,1,0,3,0,Warning
95.29,89.22,5,5361.91,17.03,Failed,2,0,1,64,1,Failed
40.75,37.25,1,348.54,1.21,Running,0,1,0,0,0,Normal
26.9,29.26,0,369.74,0.75,Running,0,1,0,3,0,Normal
70.5,86.13,1,1436.33,3.53,Running,0,1,0,3,0,Warning
30.21,25.65,0,306.21,1.2,Running,0,1,0,3,0,Normal
75.56,75.25,2,1451.47,3.83,Running,0,0,1,4,0,Warning
8.05,93.67,5,0.0,29.8,Failed,2,0,1,95,0,Failed
63.94,76.35,2,851.61,3.98,Pending,1,1,0,3,0,Warning
36.6,42.48,0,268.4,0.65,Running,0,1,0,2,0,Normal
44.24,49.14,0,297.67,0.57,Running,0,1,0,2,0,Normal
91.67,80.5,2,2338.46,9.67,Running,0,1,0,24,0,SLA_Violation
79.8,77.95,2,1048.25,3.45,Running,0,1,0,6,0,Warning
67.28,77.65,1,1257.2,2.47,Running,0,1,0,8,1,Warning
60.0,84.77,1,1380.07,3.66,Running,0,0,0,11,0,Warning
29.98,24.33,0,199.27,0.0,Running,0,1,0,0,0,Normal
22.77,38.67,2,236.34,1.37,Running,0,1,0,0,0,Normal
40.27,43.08,2,290.43,1.26,Running,0,1,0,0,0,Normal
27.82,34.69,0,313.6,0.85,Running,0,1,0,2,0,Normal
36.37,30.25,0,257.36,0.82,Running,0,1,0,2,0,Normal
89.29,86.03,4,2000.0,6.59,Running,0,0,1,35,0,SLA_Violation
36.24,53.05,0,204.16,0.29,Running,0,1,0,1,0,Normal
68.88,85.85,1,1489.52,2.59,Running,0,1,1,7,0,Warning
88.35,85.98,3,2000.0,5.21,Pending,1,0,1,31,0,SLA_Violation
47.34,38.84,0,308.62,0.38,Running,0,1,0,3,0,Normal
74.34,77.24,1,1587.65,3.61,Running,0,1,0,4,0,Warning
38.69,35.23,0,221.76,0.19,Running,0,1,0,0,0,Normal
60.0,90.0,2,1758.83,2.67,Running,0,1,0,12,0,Warning
27.18,28.63,1,423.4,0.0,Running,0,1,0,0,0,Normal
31.14,33.91,0,366.15,0.45,Running,0,1,0,3,0,Normal
12.42,32.49,1,222.23,0.54,Running,0,1,0,3,0,Normal
44.34,17.61,0,235.98,0.22,Running,0,1,0,3,0,Normal
26.18,42.4,0,286.12,0.71,Running,0,1,0,0,0,Normal
66.99,76.84,2,1733.34,2.77,Running,0,1,1,8,0,Warning
89.69,88.26,3,3022.73,6.6,Running,0,1,0,29,0,SLA_Violation
33.81,34.59,2,292.3,0.63,Running,0,1,0,0,0,Normal
88.22,81.75,3,3216.82,5.0,Pending,1,0,0,27,0,SLA_Violation
66.52,74.25,2,1623.71,5.08,Running,0,1,1,12,0,Warning
78.0,85.46,4,2000.0,7.06,Unknown,4,0,0,21,1,SLA_Violation
32.72,50.91,0,309.65,1.02,Running,0,1,0,2,0,Normal
88.5,85.82,4,2000.0,7.55,Pending,1,0,1,30,0,SLA_Violation
60.06,85.36,1,1451.38,4.7,Pending,1,1,0,10,0,Warning
82.12,89.34,3,2604.67,6.91,Running,0,0,1,30,0,SLA_Violation
93.7,91.3,6,0.0,37.43,CrashLoopBackOff,3,0,1,99,0,Failed
77.82,75.53,2,1999.54,3.23,Running,0,1,0,3,0,Warning
43.23,36.76,0,218.02,1.42,Running,0,1,0,3,0,Normal
79.93,74.03,3,1718.15,3.1,Running,0,1,0,9,0,Warning
89.97,80.0,5,2000.0,8.96,Running,0,1,1,15,0,SLA_Violation
83.5,89.04,2,2000.0,10.7,Running,0,1,0,28,0,SLA_Violation
41.91,32.99,0,267.62,1.01,Running,0,1,0,1,0,Normal
96.89,92.77,5,3585.9,5.16,Running,0,1,1,20,1,SLA_Violation
92.54,96.77,6,5175.6,23.48,Unknown,4,0,1,72,1,Failed
11.16,88.9,3,4403.03,33.2,Failed,2,0,1,35,1,Failed
68.26,68.61,3,1805.56,2.21,Running,0,1,0,3,0,Warning
26.98,38.29,0,254.09,0.89,Running,0,1,0,0,0,Normal
24.31,49.09,0,289.94,0.84,Running,0,1,0,3,0,Normal
37.46,28.72,0,135.72,0.68,Running,0,1,0,1,0,Normal
85.43,90.78,4,2386.74,6.14,Running,0,0,1,21,0,SLA_Violation
50.08,20.28,1,358.72,0.21,Running,0,1,0,3,0,Normal
26.64,31.83,0,235.73,0.79,Running,0,1,0,0,0,Normal
43.91,39.7,0,308.27,0.01,Running,0,1,0,1,0,Normal
88.1,98.78,3,2309.65,6.25,Pending,1,1,0,18,0,SLA_Violation
67.51,71.08,2,800.0,3.91,Running,0,1,0,8,0,Warning
79.93,80.0,3,2876.59,5.0,Pending,1,0,0,32,0,SLA_Violation
26.61,49.66,0,187.26,0.0,Running,0,1,0,1,0,Normal
32.69,46.49,0,174.05,0.7,Running,0,1,0,3,0,Normal
35.81,14.41,0,363.88,0.94,Running,0,1,0,1,0,Normal
69.51,85.02,1,1840.94,3.6,Running,0,1,0,11,0,Warning
68.39,67.22,1,1488.73,4.07,Running,0,1,0,8,0,Warning
26.76,13.02,1,401.5,0.6,Running,0,1,0,1,0,Normal
82.72,92.29,3,3262.32,5.0,Running,0,1,1,12,0,SLA_Violation
34.34,20.73,0,339.93,0.56,Running,0,1,0,2,0,Normal
77.09,71.01,2,938.03,3.05,Running,0,1,0,12,1,Warning
10.08,90.31,6,0.0,18.52,CrashLoopBackOff,3,0,0,45,0,Failed
33.62,29.9,0,314.57,0.95,Running,0,1,0,2,0,Normal
62.18,69.56,1,1555.49,5.9,Pending,1,0,0,4,1,Warning
21.37,55.4,0,460.35,0.45,Running,0,1,0,1,0,Normal
27.02,28.08,0,294.54,0.0,Running,0,1,0,1,0,Normal
71.39,86.98,2,1316.67,3.26,Running,0,1,0,3,1,Warning
12.99,38.74,0,321.16,0.53,Running,0,1,0,1,0,Normal
83.7,86.54,5,2750.95,6.94,Unknown,4,1,0,16,0,SLA_Violation
74.52,76.72,2,1837.03,4.18,Running,0,1,0,8,0,Warning
31.93,50.18,0,333.62,1.15,Running,0,1,0,3,0,Normal
36.07,16.58,0,404.39,0.57,Running,0,1,0,1,0,Normal
71.58,77.25,1,1396.51,3.73,Running,0,1,1,14,1,Warning
81.45,94.37,2,2443.21,6.23,Pending,1,0,0,10,0,SLA_Violation
20.75,37.69,0,314.97,0.69,Running,0,1,0,1,0,Normal
19.73,18.99,0,350.05,1.24,Running,0,1,0,2,0,Normal
91.92,96.14,10,4992.94,21.02,Failed,2,0,1,59,1,Failed
16.15,44.88,0,237.95,0.11,Running,0,1,0,1,0,Normal
39.92,16.17,0,178.11,0.49,Running,0,1,0,3,0,Normal
32.93,39.85,0,275.86,1.77,Running,0,1,0,3,0,Normal
70.18,73.15,1,1260.9,3.62,Pending,1,1,0,5,0,Warning
36.15,47.04,0,180.86,0.38,Running,0,1,0,2,0,Normal
75.57,79.7,1,1501.96,4.04,Running,0,1,0,12,0,Warning
65.53,87.46,1,1797.79,2.16,Running,0,1,0,5,0,Warning
19.25,24.53,1,354.24,0.0,Running,0,1,0,3,0,Normal
69.35,78.64,2,1480.15,3.76,Running,0,1,1,10,1,Warning
78.61,90.97,3,2193.39,6.35,Running,0,0,1,20,0,SLA_Violation
32.38,36.03,0,301.92,0.12,Running,0,1,0,3,0,Normal
27.0,35.02,1,189.99,0.27,Running,0,1,0,0,0,Normal
96.16,99.63,6,0.0,12.55,Unknown,4,0,0,45,0,Failed
93.15,87.28,3,2709.26,6.01,Running,0,1,1,20,0,SLA_Violation
90.54,90.03,4,2092.92,5.0,Pending,1,1,0,12,0,SLA_Violation
15.4,36.88,0,345.8,0.83,Running,0,1,0,3,0,Normal
0.0,92.27,6,6152.35,20.15,Pending,1,0,1,51,0,Failed
73.15,66.39,1,1600.97,3.04,Running,0,1,0,8,0,Warning
40.47,42.74,0,260.34,0.44,Running,0,1,0,0,0,Normal
24.49,20.81,0,231.4,0.6,Running,0,1,0,3,0,Normal
86.95,88.74,5,2349.13,8.87,Running,0,0,0,24,0,SLA_Violation
72.51,80.63,2,967.87,1.5,Running,0,1,0,3,0,Warning
86.7,80.88,5,2393.77,6.4,Pending,1,0,1,21,1,SLA_Violation
45.87,39.0,1,313.27,0.92,Running,0,1,0,1,0,Normal
33.68,30.42,0,385.72,0.0,Running,0,1,0,2,0,Normal
33.23,19.52,0,316.32,0.6,Running,0,1,0,2,0,Normal
46.76,19.35,0,251.93,0.91,Running,0,1,0,0,0,Normal
33.35,36.8,0,223.51,0.2,Running,0,1,0,3,0,Normal
42.45,34.48,0,330.03,0.44,Running,0,1,0,0,0,Normal
78.0,92.67,2,2751.62,11.61,Unknown,4,1,0,11,1,SLA_Violation
78.91,92.11,3,2000.0,7.31,Running,0,1,0,12,1,SLA_Violation
79.81,65.0,3,1438.52,2.94,Running,0,1,0,4,0,Warning
22.98,38.85,0,389.65,0.43,Running,0,1,0,1,0,Normal
86.23,88.57,4,2500.9,5.0,Running,0,1,0,38,1,SLA_Violation
41.08,37.95,0,331.59,0.1,Running,0,1,0,1,0,Normal
68.33,73.59,1,1039.76,1.81,Running,0,1,0,9,1,Warning
23.99,40.23,0,247.75,0.0,Running,0,1,0,3,0,Normal
21.85,30.45,0,271.69,1.58,Running,0,1,0,3,0,Normal
40.55,45.25,1,393.49,0.0,Running,0,1,0,2,0,Normal
62.22,66.15,2,1900.35,2.95,Running,0,0,1,14,1,Warning
17.49,30.69,0,280.91,0.63,Running,0,1,0,1,0,Normal
32.51,26.72,0,354.85,0.18,Running,0,1,0,0,0,Normal
84.06,91.43,3,2179.09,5.86,Unknown,4,1,0,17,1,SLA_Violation
35.92,26.42,0,269.22,0.78,Running,0,1,0,2,0,Normal
50.54,41.05,1,337.81,0.77,Running,0,1,0,2,0,Normal
19.27,36.16,1,297.62,0.66,Running,0,1,0,3,0,Normal
31.17,38.8,1,275.08,0.53,Running,0,1,0,0,0,Normal
17.72,31.8,0,411.27,0.66,Running,0,1,0,1,0,Normal
29.79,53.96,0,191.13,0.0,Running,0,1,0,3,0,Normal
47.13,35.46,0,280.59,0.0,Running,0,1,0,0,0,Normal
34.48,40.44,0,212.44,0.43,Running,0,1,0,0,0,Normal
26.64,37.56,0,210.46,1.13,Running,0,1,0,3,0,Normal
90.49,86.18,3,2391.79,6.73,Unknown,4,1,0,12,1,SLA_Violation
22.22,30.57,0,278.38,1.31,Running,0,1,0,0,0,Normal
97.84,96.48,5,3882.67,24.59,Pending,1,0,0,66,1,Failed
90.82,81.71,3,2818.28,11.65,Pending,1,1,1,12,1,SLA_Violation
91.37,95.07,5,2609.17,8.94,Running,0,0,1,38,0,SLA_Violation
22.82,42.96,0,352.35,0.64,Running,0,1,0,0,0,Normal
43.16,29.61,0,285.04,0.55,Running,0,1,0,3,0,Normal
78.82,89.13,2,2000.0,9.09,Pending,1,0,1,21,1,SLA_Violation
85.28,85.4,3,2082.81,6.53,Running,0,0,0,35,1,SLA_Violation
36.88,40.48,1,243.56,0.08,Running,0,1,0,0,0,Normal
88.94,84.39,2,2529.95,7.25,Running,0,1,0,36,0,SLA_Violation
33.12,43.58,0,198.96,0.0,Running,0,1,0,2,0,Normal
24.33,53.02,0,461.77,1.42,Running,0,1,0,1,0,Normal
94.42,88.0,5,4385.96,23.02,CrashLoopBackOff,3,0,0,21,0,Failed
43.01,43.68,0,318.19,0.06,Running,0,1,0,0,0,Normal
20.39,37.54,0,355.76,0.7,Running,0,1,0,3,0,Normal
78.79,91.25,3,2712.96,5.0,Running,0,0,1,19,0,SLA_Violation
92.65,94.06,4,6589.15,30.01,Pending,1,0,1,32,1,Failed
82.08,87.95,5,2531.69,5.54,Running,0,1,0,40,0,SLA_Violation
64.7,80.61,2,1753.58,4.1,Running,0,1,0,6,0,Warning
45.15,29.58,0,433.94,0.05,Running,0,1,0,2,0,Normal
78.92,80.0,3,2277.1,5.99,Running,0,0,1,18,1,SLA_Violation
35.26,37.44,0,204.56,0.3,Running,0,1,0,1,0,Normal
69.03,65.0,3,1205.72,2.73,Running,0,0,0,3,0,Warning
99.3,97.65,5,0.0,36.94,Failed,2,0,1,21,1,Failed
43.01,15.02,0,243.57,0.75,Running,0,1,0,3,0,Normal
36.44,28.22,0,275.56,0.2,Running,0,1,0,2,0,Normal
72.88,84.58,1,1268.69,4.5,Running,0,1,1,8,1,Warning
22.18,26.52,0,365.49,0.96,Running,0,1,0,3,0,Normal
90.11,81.42,3,2267.02,8.65,Running,0,0,1,18,0,SLA_Violation
30.42,24.26,0,336.67,0.14,Running,0,1,0,1,0,Normal
47.95,50.45,2,348.33,1.18,Running,0,1,0,0,0,Normal
30.65,42.65,0,418.22,0.62,Running,0,1,0,1,0,Normal
83.47,80.0,3,2458.43,8.65,Running,0,0,0,37,1,SLA_Violation
39.46,40.04,0,256.7,0.0,Running,0,1,0,1,0,Normal
25.05,31.96,0,274.97,0.81,Running,0,1,0,0,0,Normal
49.86,36.24,0,282.66,0.37,Running,0,1,0,1,0,Normal
73.0,68.37,2,1536.06,3.95,Running,0,1,0,14,1,Warning
73.68,78.66,1,1630.12,1.73,Running,0,1,0,12,0,Warning
1.64,90.62,5,0.0,29.34,CrashLoopBackOff,3,0,0,26,1,Failed
94.33,96.91,10,0.0,26.4,Unknown,4,0,1,37,1,Failed
32.38,43.86,0,442.53,0.0,Running,0,1,0,2,0,Normal
29.48,32.24,0,334.7,0.61,Running,0,1,0,0,0,Normal
26.47,30.59,0,210.68,0.99,Running,0,1,0,1,0,Normal
34.59,44.18,0,275.17,0.17,Running,0,1,0,1,0,Normal
19.22,38.59,0,216.82,1.42,Running,0,1,0,3,0,Normal
16.92,37.74,0,425.35,0.8,Running,0,1,0,2,0,Normal
31.76,25.32,1,189.46,0.89,Running,0,1,0,2,0,Normal
45.06,30.61,0,208.88,0.0,Running,0,1,0,1,0,Normal
20.19,33.86,0,427.93,0.84,Running,0,1,0,2,0,Normal
86.83,86.0,2,2208.42,9.81,Running,0,1,0,30,0,SLA_Violation
32.01,13.97,0,246.12,0.07,Running,0,1,0,0,0,Normal
67.63,79.5,2,1467.77,3.42,Running,0,0,0,14,0,Warning
43.13,28.04,2,449.14,0.16,Running,0,1,0,3,0,Normal
85.54,86.59,3,2561.71,7.89,Pending,1,1,0,32,1,SLA_Violation
87.6,84.23,4,2000.0,12.01,Running,0,1,1,29,1,SLA_Violation
82.1,91.5,2,2000.0,6.44,Pending,1,1,1,23,0,SLA_Violation
70.98,78.78,3,800.0,3.67,Running,0,1,0,7,0,Warning
18.5,38.24,0,217.09,0.07,Running,0,1,0,2,0,Normal
94.18,93.1,3,0.0,10.0,Failed,2,0,1,95,1,Failed
40.18,22.04,2,285.71,0.88,Running,0,1,0,3,0,Normal
67.08,68.4,2,1567.87,4.62,Running,0,1,1,9,0,Warning
18.31,33.5,0,161.4,0.3,Running,0,1,0,0,0,Normal
72.27,68.16,1,1362.9,2.09,Running,0,1,0,12,0,Warning
30.77,45.56,0,212.23,0.19,Running,0,1,0,2,0,Normal
76.02,84.7,1,1052.04,3.33,Running,0,0,0,9,0,Warning
74.27,74.18,2,800.0,4.0,Running,0,1,0,3,0,Warning
45.19,36.17,0,217.51,0.24,Running,0,1,0,3,0,Normal
95.62,92.55,4,2820.01,7.71,Pending,1,1,1,21,0,SLA_Violation
93.02,94.69,6,5549.57,40.09,CrashLoopBackOff,3,0,1,40,0,Failed
91.71,80.9,3,2612.0,8.47,Running,0,1,0,36,0,SLA_Violation
36.19,28.71,0,533.13,0.0,Running,0,1,0,2,0,Normal
63.33,76.87,2,2135.04,2.66,Running,0,1,0,4,1,Warning
27.34,45.77,0,298.57,0.33,Running,0,1,0,3,0,Normal
76.53,77.18,2,1809.13,4.79,Running,0,0,0,8,0,Warning
6.46,95.86,10,5489.13,25.55,Failed,2,0,1,84,1,Failed
72.0,84.57,2,1954.83,1.99,Running,0,1,0,6,0,Warning
85.06,84.56,5,2344.51,7.81,Pending,1,0,0,20,0,SLA_Violation
36.69,33.88,1,146.93,0.02,Running,0,1,0,0,0,Normal
90.38,80.0,4,3093.71,8.04,Pending,1,0,1,12,0,SLA_Violation
43.16,33.01,0,135.09,0.72,Running,0,1,0,1,0,Normal
82.2,82.4,2,1301.19,3.59,Running,0,1,0,6,0,Warning
24.67,26.81,0,376.43,0.0,Running,0,1,0,1,0,Normal
21.06,23.96,0,180.78,0.57,Running,0,1,0,0,0,Normal
91.97,87.08,3,2000.0,8.68,Running,0,0,1,16,0,SLA_Violation
95.11,84.77,3,2260.72,8.03,Pending,1,0,1,33,0,SLA_Violation
94.73,85.4,3,2000.0,8.26,Pending,1,1,0,39,1,SLA_Violation
37.99,35.06,0,255.35,1.0,Running,0,1,0,1,0,Normal
35.28,27.32,0,303.93,0.0,Running,0,1,0,1,0,Normal
89.12,86.69,3,2282.14,6.93,Running,0,0,1,32,0,SLA_Violation
30.4,43.95,0,347.29,0.42,Running,0,1,0,1,0,Normal
89.58,90.0,4,2286.7,6.75,Pending,1,0,1,24,0,SLA_Violation
84.11,90.53,3,2316.49,6.22,Running,0,0,0,15,0,SLA_Violation
49.69,44.4,0,239.15,0.79,Running,0,1,0,2,0,Normal
31.18,38.92,0,310.99,1.09,Running,0,1,0,0,0,Normal
74.76,74.5,1,1812.66,3.73,Running,0,1,1,14,0,Warning
72.97,77.51,1,1471.92,3.51,Running,0,1,0,13,0,Warning
67.31,68.99,2,1200.43,2.11,Running,0,1,0,9,0,Warning
64.96,73.61,2,1530.94,3.23,Running,0,1,0,14,0,Warning
60.0,87.6,2,1825.94,3.95,Running,0,1,0,5,0,Warning
49.07,25.23,0,451.01,0.02,Running,0,1,0,1,0,Normal
86.43,81.63,2,2507.35,7.77,Unknown,4,0,0,13,1,SLA_Violation
70.76,80.71,3,1529.7,2.98,Running,0,1,0,5,0,Warning
24.33,43.11,0,247.7,0.96,Running,0,1,0,1,0,Normal
92.34,80.0,5,3066.46,11.12,Running,0,1,0,17,0,SLA_Violation
74.02,79.79,1,1811.1,3.22,Running,0,1,0,12,0,Warning
73.46,65.0,2,1541.59,4.0,Running,0,1,1,3,0,Warning
35.16,45.65,0,238.02,0.23,Running,0,1,0,2,0,Normal
96.37,87.25,5,2600.02,6.87,Running,0,0,0,16,1,SLA_Violation
21.78,51.24,0,257.78,0.0,Running,0,1,0,1,0,Normal
68.39,65.0,2,1304.61,2.53,Pending,1,1,0,5,0,Warning
88.7,84.63,3,2943.9,9.8,Pending,1,0,1,35,1,SLA_Violation
89.69,86.92,3,2570.56,5.0,Running,0,1,0,26,0,SLA_Violation
28.66,26.4,0,355.55,1.79,Running,0,1,0,1,0,Normal
0.0,93.56,10,0.0,25.87,CrashLoopBackOff,3,0,1,77,1,Failed
66.15,76.96,1,1127.25,2.56,Running,0,1,1,10,0,Warning
36.46,24.84,0,343.06,0.0,Running,0,1,0,3,0,Normal
95.59,84.13,5,2388.17,7.66,Pending,1,0,0,26,0,SLA_Violation
67.48,76.15,3,1672.61,4.46,Running,0,1,0,15,0,Warning
37.91,33.28,0,288.27,1.67,Running,0,1,0,3,0,Normal
90.7,83.39,3,2549.99,6.33,Pending,1,1,0,25,0,SLA_Violation
28.65,22.71,0,267.05,1.41,Running,0,1,0,3,0,Normal
35.79,10.09,2,397.34,1.04,Running,0,1,0,2,0,Normal
82.84,91.59,4,2070.3,6.06,Running,0,1,1,19,1,SLA_Violation
93.99,86.64,3,2000.0,6.87,Running,0,1,0,10,0,SLA_Violation
29.21,46.98,0,301.15,0.29,Running,0,1,0,0,0,Normal
91.27,88.6,4,2124.99,9.31,Running,0,0,1,26,0,SLA_Violation
73.55,75.02,3,1553.37,2.43,Running,0,0,0,14,0,Warning
81.83,88.02,3,2402.67,9.54,Running,0,0,0,22,0,SLA_Violation
73.74,81.84,3,1502.82,4.56,Running,0,1,0,8,1,Warning
5.07,94.95,5,0.0,30.07,Failed,2,0,0,51,1,Failed
29.6,29.98,1,388.52,0.0,Running,0,1,0,2,0,Normal
25.78,45.28,1,325.24,0.48,Running,0,1,0,2,0,Normal
32.51,36.79,0,178.67,0.33,Running,0,1,0,3,0,Normal
46.17,28.41,0,274.54,0.23,Running,0,1,0,1,0,Normal
84.48,85.08,3,2743.37,7.39,Pending,1,0,0,32,1,SLA_Violation
37.74,24.49,0,272.77,0.39,Running,0,1,0,0,0,Normal
75.65,68.65,1,1774.7,4.69,Pending,1,1,0,8,0,Warning
79.07,85.55,5,2234.03,12.26,Pending,1,0,0,19,0,SLA_Violation
68.56,88.42,1,1120.01,2.51,Running,0,0,0,4,0,Warning
23.13,26.54,0,278.57,0.15,Running,0,1,0,0,0,Normal
21.81,46.58,0,397.9,0.97,Running,0,1,0,1,0,Normal
35.24,35.93,0,260.24,0.02,Running,0,1,0,0,0,Normal
87.18,82.13,4,2003.04,9.31,Running,0,0,0,14,0,SLA_Violation
96.4,89.97,4,3053.23,6.51,Running,0,0,1,33,0,SLA_Violation
61.3,79.9,3,1670.79,3.57,Running,0,0,1,8,0,Warning
94.27,91.06,5,0.0,14.92,CrashLoopBackOff,3,0,0,100,0,Failed
72.68,66.3,1,1294.73,2.79,Pending,1,1,0,11,0,Warning
27.39,20.13,0,306.98,1.12,Running,0,1,0,2,0,Normal
31.35,50.41,0,406.72,0.89,Running,0,1,0,3,0,Normal
72.6,75.18,1,1729.14,3.11,Running,0,1,0,3,0,Warning
11.17,39.92,0,209.51,0.02,Running,0,1,0,3,0,Normal
30.0,34.05,0,187.03,0.58,Running,0,1,0,3,0,Normal
90.8,82.36,2,3136.24,5.0,Running,0,0,0,12,0,SLA_Violation
97.7,85.94,3,2572.81,5.0,Running,0,1,1,22,0,SLA_Violation
84.63,89.14,4,2456.92,5.87,Pending,1,1,1,24,0,SLA_Violation
92.16,95.12,10,6540.75,19.74,Failed,2,0,1,69,1,Failed
93.7,88.51,3,0.0,35.97,Failed,2,0,1,89,1,Failed
91.48,100.0,5,3606.18,26.84,CrashLoopBackOff,3,0,1,78,1,Failed
30.69,6.89,0,278.61,0.72,Running,0,1,0,2,0,Normal
33.54,44.04,0,269.0,0.86,Running,0,1,0,1,0,Normal
80.86,80.95,2,2000.0,5.0,Running,0,1,0,37,1,SLA_Violation
91.06,80.43,3,2637.02,6.47,Running,0,0,1,21,1,SLA_Violation
28.97,48.64,0,264.93,0.81,Running,0,1,0,0,0,Normal
72.3,73.78,1,2189.99,2.06,Pending,1,0,0,9,0,Warning
42.89,41.56,0,261.64,1.31,Running,0,1,0,1,0,Normal
60.0,70.83,3,1137.46,3.91,Running,0,0,0,6,0,Warning
63.1,78.46,1,1444.07,3.02,Running,0,1,0,9,0,Warning
87.33,86.66,2,2000.0,12.6,Running,0,1,1,34,1,SLA_Violation
25.13,12.82,1,232.63,0.0,Running,0,1,0,0,0,Normal
78.61,77.57,2,1619.61,3.13,Running,0,1,0,3,0,Warning
27.21,31.29,1,293.5,0.92,Running,0,1,0,2,0,Normal
33.36,40.0,0,339.96,0.94,Running,0,1,0,1,0,Normal
32.88,38.59,0,395.1,0.17,Running,0,1,0,2,0,Normal
65.15,65.51,2,1554.87,1.65,Running,0,1,0,4,0,Warning
34.62,33.91,1,390.77,0.16,Running,0,1,0,1,0,Normal
27.97,46.22,0,410.65,0.16,Running,0,1,0,3,0,Normal
31.82,37.94,0,329.89,0.37,Running,0,1,0,3,0,Normal
82.25,65.0,1,1373.66,3.95,Running,0,1,0,5,1,Warning
34.57,48.53,0,395.86,0.36,Running,0,1,0,3,0,Normal
43.0,27.86,0,374.47,1.41,Running,0,1,0,0,0,Normal
81.72,75.85,3,1400.47,1.97,Running,0,1,0,10,1,Warning
0.0,91.83,5,0.0,20.4,Pending,1,0,1,28,0,Failed
71.78,77.19,2,1319.85,4.57,Pending,1,1,1,13,0,Warning
70.33,68.7,1,1567.89,5.46,Running,0,1,0,15,0,Warning
74.68,72.1,2,1041.76,3.28,Pending,1,1,0,11,0,Warning
73.88,71.9,3,1000.38,2.65,Running,0,0,0,6,0,Warning
44.55,49.34,2,229.07,0.84,Running,0,1,0,2,0,Normal
18.21,49.04,0,319.62,0.97,Running,0,1,0,3,0,Normal
60.0,80.42,1,1497.7,4.35,Running,0,0,1,3,0,Warning
39.15,35.66,0,251.93,0.89,Running,0,1,0,3,0,Normal
29.4,26.27,0,226.39,0.0,Running,0,1,0,2,0,Normal
67.92,83.82,1,1553.35,2.97,Running,0,0,0,9,0,Warning
38.05,26.68,0,307.63,0.41,Running,0,1,0,2,0,Normal
78.23,65.0,1,1244.94,1.86,Running,0,0,1,4,0,Warning
11.06,92.98,10,4489.32,33.72,Failed,2,0,1,51,0,Failed
40.69,34.11,0,354.78,0.0,Running,0,1,0,1,0,Normal
93.27,98.74,5,2760.61,5.0,Running,0,1,1,37,1,SLA_Violation
24.42,41.13,0,266.28,1.14,Running,0,1,0,3,0,Normal
76.71,69.35,1,1509.68,2.61,Running,0,1,0,5,0,Warning
83.9,85.23,2,3087.38,11.23,Running,0,0,0,35,1,SLA_Violation
15.69,15.77,0,280.39,0.0,Running,0,1,0,3,0,Normal
30.46,42.49,0,419.53,0.6,Running,0,1,0,3,0,Normal
83.84,80.0,4,2513.09,7.14,Running,0,0,0,33,1,SLA_Violation
88.83,84.46,2,2282.47,5.0,Running,0,1,0,16,0,SLA_Violation
