cpu_percent,memory_percent,requests_per_sec,current_replicas,response_time_ms,queue_depth,scale_action
75.0,42.72,310.18,2,364.57,14,no_change
50.42,48.13,100.0,6,444.4,36,no_change
33.25,26.3,227.51,6,676.32,25,no_change
9.93,29.19,39.12,3,166.31,18,scale_down
88.48,92.27,692.58,1,2376.94,231,scale_up
78.37,93.78,644.05,4,2353.47,214,scale_up
95.92,70.43,889.26,3,1802.89,254,scale_up
33.63,4.87,4.48,9,93.92,19,scale_down
77.37,84.17,1069.95,1,2662.05,357,scale_up
86.64,80.08,709.05,2,2356.43,146,scale_up
83.54,81.52,688.86,3,1719.27,118,scale_up
50.38,50.05,240.41,2,485.02,39,no_change
58.38,56.82,487.66,2,807.14,45,no_change
32.09,47.14,163.52,4,324.11,70,no_change
75.0,72.2,237.02,3,786.51,64,no_change
26.13,4.64,75.52,9,125.42,2,scale_down
55.75,75.0,458.54,3,580.77,66,no_change
26.37,4.62,65.11,6,176.37,7,scale_down
89.94,75.93,857.3,3,2542.39,273,scale_up
20.0,45.26,209.67,6,699.32,44,no_change
70.67,40.82,191.13,2,617.57,16,no_change
5.77,18.19,40.04,7,179.01,10,scale_down
17.52,21.29,99.11,9,163.49,2,scale_down
11.66,17.64,27.07,5,99.07,18,scale_down
29.16,67.01,228.17,4,647.39,11,no_change
45.5,49.56,415.38,4,626.5,13,no_change
78.54,75.49,928.99,1,2393.27,323,scale_up
91.46,78.09,590.59,4,2402.66,175,scale_up
53.79,54.19,161.83,5,503.97,52,no_change
35.92,55.99,343.38,3,593.48,37,no_change
64.51,72.36,335.31,5,700.66,52,no_change
41.88,39.12,400.97,4,468.79,41,no_change
20.58,33.76,69.6,4,145.95,4,scale_down
29.9,52.45,400.91,2,573.16,33,no_change
65.32,55.48,329.13,6,552.48,40,no_change
28.16,43.62,256.69,5,686.32,63,no_change
49.77,66.25,328.14,5,524.35,38,no_change
79.3,75.17,824.12,1,2050.88,88,scale_up
33.85,65.1,315.23,6,641.21,27,no_change
37.66,34.38,283.78,6,295.77,19,no_change
61.7,39.44,273.23,3,664.04,47,no_change
46.63,32.47,450.57,4,370.11,38,no_change
20.0,63.12,154.06,4,787.92,60,no_change
87.64,82.26,714.65,5,1869.84,392,scale_up
44.36,36.84,420.77,2,488.59,68,no_change
57.6,65.08,211.88,6,656.49,15,no_change
36.59,47.4,254.14,3,495.68,69,no_change
86.1,70.29,939.38,4,1767.38,457,scale_up
76.13,77.98,744.12,1,2342.22,175,scale_up
51.27,25.59,398.66,4,558.4,10,no_change
16.93,37.62,88.59,7,160.53,19,scale_down
75.39,69.15,974.31,3,2039.27,59,scale_up
13.65,10.84,63.38,5,207.07,8,scale_down
95.66,76.41,896.73,3,2161.97,393,scale_up
63.2,49.94,217.59,4,798.02,58,no_change
51.48,44.73,317.78,2,489.5,21,no_change
87.91,78.43,680.78,5,3150.76,61,scale_up
34.89,55.3,305.68,5,446.16,18,no_change
82.64,69.26,1109.97,3,2092.82,444,scale_up
13.54,35.56,25.28,6,214.72,20,scale_down
19.74,4.17,38.87,8,171.83,7,scale_down
50.53,50.57,239.28,3,493.07,20,no_change
82.84,95.69,663.85,3,2007.12,243,scale_up
85.2,68.29,864.79,5,1684.8,450,scale_up
77.39,70.92,553.91,2,2707.33,330,scale_up
88.65,87.38,924.69,3,2132.76,180,scale_up
49.56,65.21,463.84,2,411.29,79,no_change
75.0,30.27,253.8,3,611.11,18,no_change
16.33,35.71,80.36,3,170.64,15,scale_down
23.28,22.77,29.74,6,174.28,0,scale_down
51.01,37.36,426.28,4,591.83,29,no_change
6.04,12.3,66.05,3,202.47,7,scale_down
57.22,57.29,218.97,3,613.93,28,no_change
45.05,47.08,288.82,3,501.01,54,no_change
90.26,71.93,605.21,3,1885.92,398,scale_up
22.07,22.71,1.0,8,179.86,11,scale_down
49.27,43.74,275.8,5,399.96,23,no_change
52.6,30.99,265.0,4,547.69,68,no_change
21.16,20.32,71.18,8,90.21,14,scale_down
14.14,24.24,87.27,6,93.04,7,scale_down
8.27,24.04,98.35,7,164.29,6,scale_down
77.23,71.28,820.23,5,2343.03,399,scale_up
13.23,11.37,83.04,8,132.56,14,scale_down
19.22,5.81,86.03,5,115.76,16,scale_down
70.17,59.19,157.13,2,636.83,77,no_change
96.6,75.22,1048.75,2,2354.29,421,scale_up
70.11,52.39,287.6,6,875.57,36,no_change
60.82,46.47,342.39,6,515.27,30,no_change
85.76,89.56,775.72,1,1850.19,337,scale_up
35.5,51.1,219.24,5,385.09,51,no_change
32.02,67.63,285.76,6,608.66,71,no_change
78.23,75.35,707.94,1,2089.29,476,scale_up
1.73,28.72,49.51,7,160.1,10,scale_down
63.72,62.57,242.49,3,690.67,45,no_change
58.91,54.74,406.11,5,719.93,64,no_change
90.09,90.92,804.3,2,2223.11,130,scale_up
21.55,18.57,64.45,10,121.99,11,scale_down
1.0,24.78,3.54,8,115.04,1,scale_down
62.3,62.48,417.53,6,297.04,9,no_change
54.44,46.13,398.82,2,821.45,67,no_change
75.84,80.13,924.89,2,2064.8,73,scale_up
97.22,76.79,754.97,5,1770.68,74,scale_up
52.31,20.0,275.22,4,790.35,31,no_change
3.83,7.05,83.49,9,212.59,8,scale_down
29.66,75.0,343.25,4,757.31,66,no_change
38.12,72.34,273.2,3,553.19,26,no_change
88.38,76.86,571.89,3,2252.71,372,scale_up
45.23,38.48,424.05,4,958.85,6,no_change
36.21,52.96,260.16,3,943.26,17,no_change
18.93,27.42,85.45,4,156.51,17,scale_down
47.2,72.78,377.79,2,473.12,20,no_change
79.93,76.88,973.88,1,2789.38,437,scale_up
100.0,74.33,821.03,4,2039.92,300,scale_up
47.26,63.95,295.41,6,797.38,14,no_change
42.26,61.12,255.72,6,324.42,37,no_change
34.68,51.86,492.15,5,531.06,15,no_change
47.46,57.35,240.06,5,527.44,58,no_change
51.08,43.45,121.7,4,502.47,66,no_change
89.3,85.17,1000.44,1,2702.21,300,scale_up
36.5,38.82,229.87,3,577.19,49,no_change
80.64,78.6,669.17,3,2513.76,265,scale_up
7.42,12.02,65.61,3,186.11,17,scale_down
83.42,86.95,919.52,2,2959.66,55,scale_up
60.99,75.0,306.19,2,809.94,54,no_change
94.95,78.86,696.72,5,1994.93,163,scale_up
87.91,70.8,731.94,3,2678.89,131,scale_up
60.0,20.0,166.74,2,923.83,12,no_change
67.69,41.26,151.16,5,412.57,42,no_change
88.56,95.82,1086.99,4,1569.73,498,scale_up
12.63,13.14,54.11,7,83.45,6,scale_down
41.81,36.99,352.36,6,522.77,53,no_change
82.4,84.09,1046.38,3,3046.31,125,scale_up
18.65,19.29,89.49,6,208.36,3,scale_down
22.05,7.37,86.25,5,167.91,6,scale_down
78.74,74.62,887.3,3,1500.0,245,scale_up
48.12,40.17,224.31,4,531.42,40,no_change
3.16,28.42,1.0,3,158.46,12,scale_down
79.07,95.87,803.4,4,1500.0,81,scale_up
19.37,11.26,79.55,6,180.89,15,scale_down
72.09,52.81,381.91,6,606.41,73,no_change
41.16,65.99,176.95,3,594.55,14,no_change
81.02,86.74,658.0,5,2036.47,110,scale_up
85.31,91.9,720.12,4,2039.64,132,scale_up
29.78,35.26,341.3,2,604.81,69,no_change
50.72,75.0,132.77,5,947.67,73,no_change
67.67,45.11,339.12,2,497.57,17,no_change
17.55,37.2,30.61,8,138.4,12,scale_down
79.7,75.23,739.6,4,1762.05,428,scale_up
83.15,80.43,739.53,3,1500.0,282,scale_up
47.69,49.29,489.75,5,604.02,80,no_change
91.55,76.59,994.73,2,1822.18,462,scale_up
57.57,62.61,369.36,5,924.62,64,no_change
41.23,71.21,415.56,4,607.42,80,no_change
75.0,47.8,302.23,4,599.18,67,no_change
30.9,61.42,360.54,2,584.3,7,no_change
75.0,43.44,127.02,6,885.33,79,no_change
65.17,59.39,266.06,3,651.31,66,no_change
4.92,18.2,22.89,9,163.09,10,scale_down
91.46,71.62,908.74,1,2279.9,325,scale_up
89.79,78.06,905.6,3,1921.68,479,scale_up
73.22,68.37,724.59,3,1554.99,499,scale_up
95.85,79.34,937.89,3,2514.83,363,scale_up
50.1,75.0,592.76,3,808.78,8,no_change
36.42,71.49,125.15,2,809.51,5,no_change
70.0,77.45,981.37,4,2354.08,443,scale_up
3.17,21.36,61.57,8,160.24,8,scale_down
11.74,26.84,84.35,6,142.29,19,scale_down
27.16,18.75,35.31,7,217.85,2,scale_down
69.81,40.7,223.47,3,864.66,72,no_change
84.28,80.03,762.16,1,2728.64,103,scale_up
32.15,20.56,122.53,5,122.27,20,scale_down
83.02,85.38,677.45,2,2464.08,481,scale_up
42.22,26.84,125.75,6,551.43,25,no_change
87.92,69.11,826.79,2,2272.57,248,scale_up
47.49,36.11,324.02,3,578.65,8,no_change
22.85,9.66,53.42,3,86.41,8,scale_down
13.1,11.24,22.48,3,149.81,17,scale_down
41.52,72.0,417.92,6,720.71,59,no_change
61.77,51.95,430.48,2,555.89,18,no_change
99.84,72.46,630.68,3,1642.01,307,scale_up
76.45,66.97,832.11,3,2541.53,409,scale_up
50.51,29.22,253.03,2,726.22,55,no_change
44.87,38.02,148.62,5,536.59,66,no_change
80.08,79.31,871.46,1,2087.01,118,scale_up
16.48,23.78,13.11,9,244.3,16,scale_down
79.81,84.13,629.6,5,2244.06,321,scale_up
52.2,74.89,276.74,5,794.92,58,no_change
54.36,75.0,121.99,3,672.33,52,no_change
70.0,79.54,953.15,3,2778.25,127,scale_up
61.08,45.64,354.51,5,977.46,30,no_change
51.13,64.42,257.06,5,760.56,19,no_change
91.34,75.12,916.6,4,2529.91,441,scale_up
90.18,79.67,984.36,4,1826.03,323,scale_up
15.08,20.89,85.14,9,101.68,8,scale_down
16.93,16.06,53.28,7,169.61,3,scale_down
76.05,90.11,864.17,2,1856.56,229,scale_up
44.88,72.41,341.59,4,455.27,59,no_change
8.73,25.0,72.34,8,168.14,6,scale_down
45.63,62.15,268.81,4,471.8,28,no_change
96.11,83.91,682.28,3,2253.7,285,scale_up
15.22,17.2,57.01,9,103.57,17,scale_down
21.99,19.95,1.72,10,138.59,15,scale_down
40.76,20.0,284.42,3,755.52,78,no_change
14.14,25.67,50.25,9,127.18,20,scale_down
39.03,30.76,392.58,2,709.61,33,no_change
45.83,20.0,347.21,3,464.28,66,no_change
52.16,26.88,309.2,2,580.3,17,no_change
70.0,92.94,751.15,1,2096.29,364,scale_up
19.28,19.59,60.92,3,92.78,14,scale_down
47.87,21.36,276.24,2,816.76,49,no_change
27.41,44.74,100.0,2,601.19,53,no_change
56.99,55.75,239.81,3,278.37,23,no_change
76.31,90.05,931.85,3,2163.46,299,scale_up
52.43,34.59,429.06,3,492.13,48,no_change
56.56,30.08,282.18,5,787.27,14,no_change
35.8,61.24,191.92,4,464.71,49,no_change
49.87,64.57,270.18,3,692.79,34,no_change
67.16,38.43,147.48,6,546.67,42,no_change
93.91,73.5,952.24,2,2095.0,437,scale_up
75.0,75.0,403.15,6,353.01,7,no_change
1.0,20.49,77.2,4,175.05,10,scale_down
39.15,27.71,392.98,5,878.79,55,no_change
80.31,86.6,1190.44,2,2124.11,63,scale_up
47.46,58.4,271.56,6,800.88,73,no_change
82.17,79.75,583.63,1,2105.77,377,scale_up
6.94,22.77,1.0,7,198.99,6,scale_down
78.9,94.27,1005.61,5,2414.26,154,scale_up
2.7,14.98,23.11,8,111.44,13,scale_down
27.61,18.78,30.26,10,112.6,14,scale_down
42.02,57.99,137.29,3,614.73,41,no_change
18.39,6.12,7.47,7,147.61,8,scale_down
95.09,89.62,708.73,4,2763.72,287,scale_up
12.44,17.37,52.82,4,191.97,17,scale_down
10.13,16.82,12.55,7,167.55,7,scale_down
91.53,87.96,595.01,4,2046.84,196,scale_up
24.96,21.86,51.02,5,150.53,19,scale_down
58.12,54.29,242.46,3,732.16,55,no_change
5.38,30.58,23.12,7,177.39,16,scale_down
13.68,16.19,90.73,5,187.15,18,scale_down
49.12,75.0,397.97,2,479.18,58,no_change
20.0,51.6,438.35,6,691.6,80,no_change
96.02,75.21,782.42,3,2162.82,228,scale_up
86.69,86.14,1044.86,2,2937.08,243,scale_up
96.67,85.35,748.67,4,2290.36,155,scale_up
89.59,81.08,662.93,2,2015.05,222,scale_up
21.94,18.03,50.73,5,146.08,17,scale_down
36.62,47.43,254.22,5,496.23,56,no_change
77.59,79.2,892.73,1,2648.23,181,scale_up
29.09,74.1,329.29,6,430.95,61,no_change
43.94,21.84,137.82,4,858.21,38,no_change
39.51,58.05,288.88,5,602.67,59,no_change
87.58,65.0,997.78,2,2160.52,485,scale_up
42.44,57.02,227.89,4,631.23,56,no_change
47.52,60.67,278.61,5,445.5,71,no_change
55.44,45.94,117.9,2,629.65,57,no_change
10.7,22.77,24.35,4,89.68,15,scale_down
24.44,26.75,49.8,10,171.89,3,scale_down
90.67,79.92,618.72,2,2319.79,372,scale_up
23.02,24.75,51.78,8,178.26,8,scale_down
46.65,65.66,434.72,2,405.57,46,no_change
92.81,97.9,878.84,1,2593.5,231,scale_up
40.29,42.44,279.05,5,539.63,38,no_change
30.32,47.41,383.64,6,405.22,10,no_change
16.43,21.19,40.96,9,174.83,9,scale_down
18.22,17.02,81.83,7,178.03,3,scale_down
96.01,79.47,751.74,2,2116.61,110,scale_up
93.25,78.81,786.85,4,2984.39,73,scale_up
4.24,22.85,48.16,6,137.47,6,scale_down
7.37,14.69,37.76,7,174.79,17,scale_down
90.97,65.77,619.77,2,2419.16,181,scale_up
20.06,8.29,76.23,7,149.3,17,scale_down
20.98,13.19,8.3,9,134.57,0,scale_down
46.04,45.2,260.98,4,853.93,36,no_change
73.1,73.24,737.21,4,2209.59,267,scale_up
60.67,62.98,407.65,4,672.22,44,no_change
1.16,6.69,84.42,7,204.13,3,scale_down
89.45,73.44,751.62,5,2040.45,385,scale_up
77.83,82.07,1123.32,1,2001.75,199,scale_up
69.45,36.72,146.33,5,748.12,33,no_change
13.25,30.17,94.13,4,136.08,20,scale_down
94.4,72.99,666.23,5,2628.91,309,scale_up
26.78,49.98,424.97,3,797.52,45,no_change
11.54,28.07,16.31,7,116.63,17,scale_down
53.46,55.67,195.23,2,879.34,17,no_change
71.86,80.43,829.39,4,1501.22,87,scale_up
94.27,74.08,814.77,4,2331.22,300,scale_up
28.19,33.92,456.3,4,590.13,54,no_change
20.0,45.47,296.71,4,632.91,29,no_change
20.02,49.56,216.73,6,633.16,5,no_change
57.6,56.0,440.4,2,928.59,62,no_change
77.06,76.94,911.46,4,2149.28,341,scale_up
20.0,47.11,423.41,4,390.79,6,no_change
53.31,21.39,387.0,2,636.23,29,no_change
81.02,76.66,575.14,5,2603.05,354,scale_up
38.01,57.5,203.81,3,929.76,77,no_change
73.39,75.0,519.05,5,504.82,38,no_change
36.74,75.0,285.89,6,724.98,54,no_change
80.66,75.17,924.49,3,1500.0,66,scale_up
90.48,84.2,720.48,5,2209.67,175,scale_up
16.45,21.9,70.7,7,109.25,10,scale_down
100.0,78.36,780.4,4,2977.88,377,scale_up
72.2,95.47,814.02,4,1987.93,116,scale_up
6.04,9.85,39.75,5,163.9,7,scale_down
19.98,22.13,34.69,9,216.98,10,scale_down
35.0,31.96,39.22,9,175.1,1,scale_down
58.49,74.06,266.18,6,455.26,6,no_change
24.07,23.25,16.74,3,185.28,3,scale_down
75.0,39.59,210.9,6,604.51,70,no_change
89.76,79.4,970.16,2,2304.28,50,scale_up
92.08,74.23,615.84,2,2063.99,283,scale_up
4.23,23.27,1.0,9,127.36,16,scale_down
45.71,34.3,269.36,3,600.64,24,no_change
93.88,71.67,853.6,2,2422.3,55,scale_up
14.83,16.02,15.83,3,244.93,17,scale_down
85.51,77.48,1118.23,4,2288.91,342,scale_up
75.0,28.76,276.29,3,394.5,31,no_change
48.17,48.1,254.2,6,608.08,64,no_change
11.73,19.12,27.33,9,222.14,5,scale_down
77.24,81.7,621.1,3,1866.02,85,scale_up
79.9,78.95,826.31,1,1757.31,346,scale_up
43.8,35.13,196.47,2,770.03,62,no_change
75.26,80.6,1054.71,2,2682.46,282,scale_up
56.38,49.76,373.66,6,655.41,26,no_change
71.34,47.99,400.11,6,551.14,44,no_change
75.0,47.57,138.11,3,611.66,76,no_change
21.12,33.03,20.12,8,62.78,17,scale_down
57.45,56.99,158.89,3,550.56,44,no_change
12.72,26.58,37.59,9,128.22,6,scale_down
15.92,8.98,107.02,10,196.7,20,scale_down
39.47,33.24,195.98,6,688.01,46,no_change
6.92,18.01,1.0,4,177.06,1,scale_down
58.68,47.23,319.36,3,719.36,35,no_change
16.33,26.25,14.96,8,168.93,14,scale_down
52.9,68.03,303.04,3,585.4,70,no_change
41.64,72.37,100.0,4,676.68,56,no_change
49.69,47.25,267.07,6,591.62,17,no_change
57.18,38.07,313.5,2,652.61,8,no_change
7.37,24.03,60.77,10,110.05,11,scale_down
76.68,73.5,820.31,2,2169.63,350,scale_up
26.15,17.06,23.33,7,182.85,18,scale_down
35.3,38.14,222.23,2,200.0,43,no_change
88.97,87.52,937.5,4,2954.17,339,scale_up
95.55,77.33,966.39,2,2160.94,383,scale_up
82.02,73.96,759.86,4,2331.59,355,scale_up
73.72,60.93,222.87,6,443.38,17,no_change
88.98,87.22,984.12,3,2092.5,327,scale_up
88.29,86.85,597.34,1,2311.11,337,scale_up
63.57,57.66,291.94,2,991.49,65,no_change
75.0,50.14,281.03,6,705.04,40,no_change
84.6,90.17,609.91,5,2103.72,204,scale_up
20.48,28.03,5.57,10,102.3,8,scale_down
1.59,13.01,11.68,3,176.96,1,scale_down
16.83,18.77,50.78,5,209.71,13,scale_down
77.7,65.0,906.58,5,2043.61,253,scale_up
77.87,84.43,504.85,5,1856.96,480,scale_up
70.0,82.07,1036.05,4,1970.73,386,scale_up
79.46,94.28,894.12,1,3152.18,474,scale_up
86.13,81.81,1016.72,1,2140.55,232,scale_up
16.98,1.0,102.13,3,169.54,2,scale_down
14.14,27.26,14.56,10,122.43,9,scale_down
58.3,50.66,344.66,4,637.4,62,no_change
89.41,69.43,991.72,2,2006.45,386,scale_up
50.87,40.99,271.26,3,634.36,47,no_change
90.15,87.21,864.88,3,1961.68,497,scale_up
55.54,53.6,305.91,6,680.13,8,no_change
30.86,20.0,419.0,6,580.29,39,no_change
18.33,13.06,87.87,3,167.5,0,scale_down
83.74,82.29,538.74,5,2349.25,106,scale_up
95.41,82.52,827.92,2,2073.19,244,scale_up
66.24,68.47,256.81,4,653.8,28,no_change
86.63,83.21,684.09,3,2657.11,451,scale_up
19.52,29.62,16.54,3,97.17,0,scale_down
99.42,89.18,677.74,3,2547.26,109,scale_up
11.27,6.41,1.0,3,148.9,12,scale_down
73.41,72.82,426.01,5,724.5,22,no_change
87.22,89.22,498.37,3,2595.92,449,scale_up
6.03,12.7,70.88,8,196.44,15,scale_down
40.85,59.69,356.29,3,553.4,41,no_change
16.23,36.65,41.55,10,137.65,9,scale_down
16.2,18.54,73.72,6,223.46,1,scale_down
46.3,37.15,497.49,6,617.97,32,no_change
73.07,94.9,968.93,2,2840.54,392,scale_up
26.47,40.0,18.89,3,110.22,19,scale_down
81.55,75.83,818.44,1,2004.04,68,scale_up
32.16,36.88,270.62,5,771.65,36,no_change
80.97,86.48,601.81,4,1500.0,207,scale_up
48.0,40.85,211.83,2,450.17,69,no_change
80.05,72.1,665.49,3,1656.46,446,scale_up
70.09,65.0,1169.16,2,2174.7,130,scale_up
95.67,78.58,778.36,3,2322.67,449,scale_up
59.6,31.3,262.02,5,645.72,49,no_change
1.0,30.38,81.88,6,50.0,13,scale_down
36.81,51.57,384.18,3,828.92,69,no_change
40.44,75.0,295.12,5,566.38,49,no_change
58.43,54.66,325.49,4,899.42,50,no_change
86.73,72.13,674.04,3,2789.05,310,scale_up
20.47,7.55,1.83,8,151.25,12,scale_down
59.25,39.83,131.98,4,431.22,8,no_change
74.69,57.45,400.01,5,774.75,54,no_change
80.62,77.02,774.8,5,2366.67,294,scale_up
23.72,34.96,74.43,9,191.08,9,scale_down
75.0,46.92,418.9,6,686.74,65,no_change
89.3,78.28,590.87,1,2337.93,76,scale_up
87.44,75.4,785.49,3,1847.24,230,scale_up
78.89,76.15,600.73,3,1966.61,224,scale_up
60.71,71.84,507.54,3,539.98,41,no_change
24.6,22.69,42.88,8,170.11,4,scale_down
23.82,16.01,34.36,7,129.51,9,scale_down
9.99,29.59,27.08,7,120.62,3,scale_down
54.67,53.45,259.01,4,852.54,52,no_change
80.59,78.63,510.99,4,2078.0,158,scale_up
30.16,36.26,104.41,5,466.12,10,no_change
14.4,18.05,37.56,8,133.75,20,scale_down
81.47,79.72,783.47,1,2309.99,317,scale_up
83.59,76.53,916.73,4,2441.15,381,scale_up
84.77,89.56,812.4,5,2135.53,380,scale_up
14.45,21.32,22.48,8,56.32,20,scale_down
54.22,62.51,199.9,4,760.96,77,no_change
73.47,75.53,1055.9,2,2342.37,344,scale_up
12.58,22.02,85.89,4,77.74,6,scale_down
94.23,76.08,906.26,2,1954.31,197,scale_up
96.79,79.75,600.68,5,2388.03,285,scale_up
69.52,67.82,309.35,5,721.81,16,no_change
82.05,84.73,854.42,1,1500.0,490,scale_up
78.0,81.66,824.75,4,2188.37,276,scale_up
51.34,68.12,335.41,5,250.11,42,no_change
75.0,21.4,395.81,3,365.35,53,no_change
94.96,77.78,857.64,3,1500.0,329,scale_up
60.94,56.24,361.73,2,742.44,80,no_change
16.43,18.31,25.67,5,127.84,14,scale_down
93.45,73.3,523.54,3,1804.99,164,scale_up
59.09,45.46,360.45,6,299.93,39,no_change
1.0,22.11,80.14,6,64.45,20,scale_down
88.68,89.52,799.34,4,2560.44,249,scale_up
52.86,46.06,382.1,6,886.92,73,no_change
10.54,19.3,20.28,9,157.76,2,scale_down
13.75,29.27,92.59,4,189.4,16,scale_down
65.7,39.43,204.51,5,665.52,54,no_change
85.14,95.99,511.75,3,2447.83,318,scale_up
59.05,38.57,203.24,6,549.11,42,no_change
73.51,91.66,1205.11,5,2063.49,262,scale_up
40.41,30.34,190.39,3,511.58,13,no_change
68.13,75.0,227.72,5,464.69,77,no_change
32.48,56.76,334.42,2,615.14,46,no_change
81.89,90.87,914.64,1,2488.35,118,scale_up
55.55,47.16,228.48,2,677.99,52,no_change
87.96,84.54,565.33,4,2335.71,203,scale_up
82.84,72.97,909.26,5,2270.91,435,scale_up
75.0,57.27,270.28,4,583.76,52,no_change
5.62,29.85,59.45,10,166.61,13,scale_down
6.49,26.23,21.94,8,122.3,18,scale_down
51.88,41.29,220.77,2,592.48,26,no_change
23.08,27.16,71.22,4,174.31,7,scale_down
81.67,88.97,539.61,5,2373.52,173,scale_up
21.73,19.28,28.33,6,148.15,3,scale_down
38.64,57.71,394.57,3,667.0,49,no_change
18.1,26.08,76.28,7,111.09,3,scale_down
74.23,82.22,938.66,2,1567.64,441,scale_up
51.03,66.93,288.35,4,828.17,46,no_change
25.67,18.54,38.97,5,132.53,6,scale_down
85.94,70.61,596.24,3,1500.0,404,scale_up
14.83,36.31,1.0,5,140.79,9,scale_down
83.5,78.78,988.52,4,1844.64,89,scale_up
20.81,41.99,233.22,5,265.36,27,no_change
53.68,32.21,291.69,5,545.57,39,no_change
33.89,63.36,271.85,4,608.14,18,no_change
58.8,54.33,314.5,4,476.37,21,no_change
6.1,21.26,21.14,9,189.72,6,scale_down
84.09,85.19,652.13,1,1743.52,128,scale_up
96.75,78.8,936.98,4,1635.23,181,scale_up
45.75,69.54,143.54,2,941.3,21,no_change
16.62,13.45,60.56,4,205.46,1,scale_down
37.62,39.77,324.91,2,669.45,67,no_change
13.41,23.22,75.61,7,158.67,8,scale_down
80.16,79.83,1063.44,3,2333.23,398,scale_up
24.92,15.89,57.88,5,189.72,20,scale_down
72.47,68.41,188.07,5,772.78,31,no_change
96.8,75.4,665.83,3,2190.23,253,scale_up
86.26,77.2,621.99,4,2788.96,376,scale_up
78.98,75.94,816.37,5,1611.01,389,scale_up
26.77,43.52,382.56,2,628.2,26,no_change
70.58,91.12,919.61,1,2276.41,234,scale_up
52.46,60.1,532.63,2,732.08,39,no_change
54.44,31.59,316.45,3,716.0,49,no_change
48.27,42.16,355.36,2,451.79,65,no_change
91.08,76.52,481.63,2,2018.1,392,scale_up
14.54,24.42,63.11,8,85.48,1,scale_down
85.85,75.73,745.97,3,1800.71,324,scale_up
14.59,40.0,105.69,9,100.06,1,scale_down
50.99,45.29,314.2,3,737.45,36,no_change
84.09,74.3,973.47,4,1706.39,128,scale_up
52.84,27.71,197.39,4,711.72,9,no_change
39.81,21.85,227.73,4,475.53,35,no_change
76.16,84.4,567.98,4,1964.83,89,scale_up
52.0,44.86,259.58,3,491.59,7,no_change
76.47,74.91,898.63,3,2026.38,385,scale_up
16.34,28.94,67.99,5,86.19,15,scale_down
18.58,28.38,32.53,5,70.72,6,scale_down
81.92,81.5,888.86,5,1991.7,301,scale_up
70.75,69.79,853.99,3,2996.27,264,scale_up
14.82,30.5,18.29,6,117.62,7,scale_down
70.0,82.96,665.96,3,2439.64,255,scale_up
81.48,96.17,1068.98,3,1500.0,352,scale_up
19.73,14.05,69.41,5,82.81,17,scale_down
95.09,88.25,587.94,2,2127.48,363,scale_up
16.3,25.75,49.64,10,189.32,9,scale_down
14.43,24.89,8.96,9,148.7,18,scale_down
24.2,31.29,55.19,3,145.04,11,scale_down
70.52,48.49,414.45,5,584.0,31,no_change
50.6,33.43,175.07,3,746.72,72,no_change
97.06,80.85,775.07,5,2609.06,426,scale_up
55.06,20.0,399.37,5,399.46,54,no_change
84.92,76.47,703.9,3,2218.78,55,scale_up
91.26,80.25,1011.48,4,2813.6,239,scale_up
95.67,79.55,728.27,4,2186.52,463,scale_up
92.88,88.52,410.72,3,2322.34,261,scale_up
20.0,49.71,247.1,5,474.46,49,no_change
62.74,40.29,299.05,6,460.14,9,no_change
51.11,64.4,212.21,4,695.99,73,no_change
50.85,50.71,264.96,6,716.01,68,no_change
60.06,48.0,320.27,3,711.45,25,no_change
88.79,77.55,974.86,3,2545.66,143,scale_up
99.78,67.44,905.3,2,2660.84,59,scale_up
92.04,77.98,595.53,2,2815.86,403,scale_up
81.63,77.64,1109.98,1,1690.75,494,scale_up
90.73,73.97,683.64,4,2267.06,486,scale_up
20.41,27.6,82.44,4,114.67,7,scale_down
5.85,17.26,60.42,6,139.72,10,scale_down
1.0,5.38,42.79,4,192.76,9,scale_down
36.43,61.0,150.39,3,638.34,11,no_change
53.94,57.03,199.17,3,367.86,75,no_change
20.81,7.79,26.87,5,219.58,4,scale_down
86.19,82.95,893.71,5,2435.65,260,scale_up
49.68,36.48,568.41,2,556.1,39,no_change
87.32,83.52,720.06,2,2029.72,375,scale_up
95.42,74.09,861.86,3,2558.34,202,scale_up
83.5,79.25,943.54,3,2145.06,427,scale_up
1.0,32.03,20.74,5,160.77,9,scale_down
75.78,75.91,734.53,2,2269.67,168,scale_up
36.84,75.0,302.45,2,732.16,6,no_change
84.94,87.98,484.9,2,1918.1,116,scale_up
10.83,15.76,65.56,5,179.36,17,scale_down
48.89,49.26,544.05,3,648.69,38,no_change
20.0,61.55,355.95,4,773.9,12,no_change
58.98,36.43,389.0,5,614.9,77,no_change
92.32,92.38,781.72,2,2550.32,221,scale_up
92.24,81.27,1093.71,2,2618.22,359,scale_up
80.9,82.08,929.03,4,2968.04,109,scale_up
59.31,54.34,426.38,5,567.08,57,no_change
78.07,85.63,743.27,3,3286.31,427,scale_up
53.79,60.65,237.17,4,789.69,57,no_change
49.6,48.13,289.95,5,406.29,41,no_change
83.25,84.37,568.19,5,2608.67,435,scale_up
45.97,53.67,100.0,6,633.75,63,no_change
6.65,17.19,2.98,8,105.91,6,scale_down
13.69,17.83,76.54,7,56.6,0,scale_down
14.59,19.21,36.27,3,104.34,20,scale_down
23.82,36.38,1.0,3,103.79,12,scale_down
